# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-04-13 15:54:59,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
651,170410_Poo_April10AqExtractsFull_3,Malonyl CoA,NA,Bad RTBad IR,NA,59736,5063,1.080208542,Inf,0.471956297,113127
652,170410_Poo_April10AqExtractsHalf_1,Malonyl CoA,NA,Bad RT,NA,74499,7205,1.266475872,Inf,0.417475956,127890
653,170410_Poo_April10AqExtractsHalf_2,Malonyl CoA,NA,Bad RTBad IR,NA,24684,3634,0.91554581,58.96213808,0.683842459,78075
654,170410_Poo_April10AqExtractsHalf_3,Malonyl CoA,NA,Bad RTBad IR,NA,49925,5724,1.084045076,77.13559322,0.516773781,103316
655,170410_Smp_32ppt-1C_A,Malonyl CoA,NA,Bad RTBad IR,NA,50130,4647,0.998225736,262.4166667,0.515750427,103521
656,170410_Smp_32ppt-1C_B,Malonyl CoA,NA,Bad RTBad IR,NA,46199,5681,1.028121322,Inf,0.536108043,99590
657,170410_Smp_32ppt-1C_C,Malonyl CoA,NA,Bad RTBad IR,NA,60662,4410,0.952099907,519.4227273,0.468124468,114053
658,170410_Smp_32ppt4C_A,Malonyl CoA,NA,Bad RTBad IR,NA,20654,4024,0.950086611,Inf,0.721061517,74045
659,170410_Smp_32ppt4C_B,Malonyl CoA,NA,Bad RTBad IR,NA,45997,5069,0.986393275,83.34299917,0.53719765,99388
660,170410_Smp_32ppt4C_C,Malonyl CoA,NA,Bad RTBad IR,NA,81109,6459,0.912167432,1077,0.396959108,134500
661,170410_Smp_40ppt-1C_A,Malonyl CoA,NA,Bad RTBad IR,NA,84587,5734,1.166803379,Inf,0.386952993,137978
662,170410_Smp_40ppt-1C_B,Malonyl CoA,NA,Bad RTBad IR,NA,54639,4750,1.16808131,Inf,0.494223827,108030
663,170410_Smp_40ppt-1C_C,Malonyl CoA,NA,Bad RTBad IR,NA,64164,6013,0.945295035,344.7280702,0.454178895,117555
664,170410_Smp_40ppt4C_A,Malonyl CoA,NA,Bad RTBad IR,NA,70370,5613,1.130196157,112.4963964,0.431404077,123761
665,170410_Smp_40ppt4C_B,Malonyl CoA,NA,Bad RTBad IR,NA,67255,5383,1.03764546,Inf,0.442542645,120646
666,170410_Smp_40ppt4C_C,Malonyl CoA,NA,Bad RTBad IR,NA,41637,5515,0.914258226,243.4183673,0.56184493,95028
667,170410_Poo_April10AqExtractsFull_1,Methyl Malonyl CoA,NA,Bad RTBad IR,NA,84209,4679,0.960844284,86.58646003,0.197466859,104929
668,170410_Poo_April10AqExtractsFull_2,Methyl Malonyl CoA,13.42,No second tracetoo small,NA,-19154,106,NA,Inf,13.2311622,1566
669,170410_Poo_April10AqExtractsFull_3,Methyl Malonyl CoA,13.08,No second tracetoo small,NA,-20180,102,NA,Inf,38.37037037,540
670,170410_Poo_April10AqExtractsHalf_1,Methyl Malonyl CoA,NA,Bad RTNo second trace,NA,-8600,4645,NA,Inf,1.709570957,12120
671,170410_Poo_April10AqExtractsHalf_2,Methyl Malonyl CoA,NA,Bad RTNo second trace,NA,516,6936,NA,Inf,0.975701639,21236
672,170410_Poo_April10AqExtractsHalf_3,Methyl Malonyl CoA,13.095,too small,NA,-18507,495,2.032139578,Inf,9.362855852,2213
673,170410_Smp_32ppt-1C_A,Methyl Malonyl CoA,13.17,No second trace,NA,NA,NA,NA,NA,NA,NA
674,170410_Smp_32ppt-1C_B,Methyl Malonyl CoA,13.17,No second trace,NA,NA,NA,NA,NA,NA,NA
675,170410_Smp_32ppt-1C_C,Methyl Malonyl CoA,13.14,No second tracecomparable to blk,NA,-17310,1101,NA,Inf,6.076246334,3410
676,170410_Smp_32ppt4C_A,Methyl Malonyl CoA,13.24,No second tracetoo small,NA,-20426,90,NA,Inf,70.47619048,294
677,170410_Smp_32ppt4C_B,Methyl Malonyl CoA,13.1,No second tracecomparable to blk,NA,-11100,3971,NA,Inf,2.153846154,9620
678,170410_Smp_32ppt4C_C,Methyl Malonyl CoA,NA,Bad RT,NA,114900,6970,1.059787917,22604.33333,0.152779826,135620
679,170410_Smp_40ppt-1C_A,Methyl Malonyl CoA,13.14,No second trace,NA,NA,NA,NA,NA,NA,NA
680,170410_Smp_40ppt-1C_B,Methyl Malonyl CoA,13.19,No second tracetoo small,NA,-20528,81,NA,Inf,107.9166667,192
681,170410_Smp_40ppt-1C_C,Methyl Malonyl CoA,13.17,No second tracetoo small,NA,-20526,93,NA,Inf,106.8041237,194
682,170410_Smp_40ppt4C_A,Methyl Malonyl CoA,13.1,No second tracetoo small,NA,-19027,289,NA,Inf,12.23862965,1693
683,170410_Smp_40ppt4C_B,Methyl Malonyl CoA,13.14,No second trace,NA,NA,NA,NA,NA,NA,NA
684,170410_Smp_40ppt4C_C,Methyl Malonyl CoA,13.17,No second trace,NA,NA,NA,NA,NA,NA,NA
685,170410_Poo_April10AqExtractsFull_1,Propionyl CoA,10.155,Bad IR,NA,114788,5522,0.97551161,Inf,0.011479405,116121
686,170410_Poo_April10AqExtractsFull_2,Propionyl CoA,10.17,Bad IR,NA,115382,5742,0.983020441,183.3671875,0.011420983,116715
687,170410_Poo_April10AqExtractsFull_3,Propionyl CoA,10.2,Bad IR,NA,99514,5298,0.886621594,20.26031322,0.013218043,100847
688,170410_Poo_April10AqExtractsHalf_1,Propionyl CoA,10.11,Bad IR,NA,106299,5109,0.939123455,151.3240223,0.012384793,107632
689,170410_Poo_April10AqExtractsHalf_2,Propionyl CoA,10.14,Bad IR,NA,67908,3420,0.702433729,151.197397,0.019251599,69241
690,170410_Poo_April10AqExtractsHalf_3,Propionyl CoA,10.075,,NA,114022,6011,1.034323527,Inf,0.011555633,115355
691,170410_Smp_32ppt-1C_A,Propionyl CoA,10.055,,NA,117443,5574,1.049601018,3394.6,0.011222806,118776
692,170410_Smp_32ppt-1C_B,Propionyl CoA,10.2,Bad IR,NA,85934,5043,0.859206238,Inf,0.015274961,87267
693,170410_Smp_32ppt-1C_C,Propionyl CoA,10.18,Bad IR,NA,113621,5752,0.98159834,Inf,0.011595943,114954
694,170410_Smp_32ppt4C_A,Propionyl CoA,10.115,Bad IR,NA,82172,4311,0.996872277,Inf,0.015963116,83505
695,170410_Smp_32ppt4C_B,Propionyl CoA,10.2,,NA,105736,6220,1.064896961,Inf,0.012449915,107069
696,170410_Smp_32ppt4C_C,Propionyl CoA,10.28,,NA,151326,8073,1.147535931,Inf,0.00873188,152659
697,170410_Smp_40ppt-1C_A,Propionyl CoA,10.22,,NA,134214,5990,1.041795725,Inf,0.009834227,135547
698,170410_Smp_40ppt-1C_B,Propionyl CoA,10.13,Bad IR,NA,113525,5573,0.982221196,Inf,0.011605635,114858
699,170410_Smp_40ppt-1C_C,Propionyl CoA,10.15,Bad IR,NA,114737,5651,0.931100041,Inf,0.011484449,116070
700,170410_Smp_40ppt4C_A,Propionyl CoA,10.08,Bad IR,NA,119376,6119,1.002233477,851.0633803,0.011043087,120709
701,170410_Smp_40ppt4C_B,Propionyl CoA,10.13,,NA,114110,6189,1.016527834,Inf,0.011546824,115443
702,170410_Smp_40ppt4C_C,Propionyl CoA,10.175,,NA,98660,4581,1.125400952,Inf,0.013330933,99993
703,170410_Poo_April10AqExtractsFull_1,Succinyl CoA,NA,Bad RTBad IR,NA,98103,4891,0.90254752,Inf,0.050070686,103274
704,170410_Poo_April10AqExtractsFull_2,Succinyl CoA,NA,Bad RTBad IR,NA,105544,5558,1.080262272,Inf,0.046705505,110715
705,170410_Poo_April10AqExtractsFull_3,Succinyl CoA,NA,Bad RTBad IR,NA,98238,5167,0.970921826,Inf,0.050005319,103409
706,170410_Poo_April10AqExtractsHalf_1,Succinyl CoA,NA,Bad RTBad IR,NA,103558,4943,0.963687448,Inf,0.047558609,108729
707,170410_Poo_April10AqExtractsHalf_2,Succinyl CoA,NA,Bad RTBad IR,NA,87113,4194,1.160819633,Inf,0.056033549,92284
708,170410_Poo_April10AqExtractsHalf_3,Succinyl CoA,NA,Bad RTBad IR,NA,104688,5165,1.002655885,Inf,0.047069425,109859
709,170410_Smp_32ppt-1C_A,Succinyl CoA,NA,Bad RTBad IR,NA,102339,5450,0.962376805,Inf,0.048097851,107510
710,170410_Smp_32ppt-1C_B,Succinyl CoA,NA,Bad RTBad IR,NA,84995,4451,1.020242823,Inf,0.057349777,90166
711,170410_Smp_32ppt-1C_C,Succinyl CoA,NA,Bad RTBad IR,NA,110828,5328,1.08075952,Inf,0.04457797,115999
712,170410_Smp_32ppt4C_A,Succinyl CoA,NA,Bad RTBad IR,NA,73603,3987,1.152509144,Inf,0.065643486,78774
713,170410_Smp_32ppt4C_B,Succinyl CoA,NA,Bad RTBad IR,NA,100050,5251,0.989616741,Inf,0.049144182,105221
714,170410_Smp_32ppt4C_C,Succinyl CoA,NA,Bad RTBad IR,NA,127552,6369,1.152069373,Inf,0.038960843,132723
715,170410_Smp_40ppt-1C_A,Succinyl CoA,NA,Bad RTBad IR,NA,116174,5706,0.951568761,Inf,0.042614034,121345
716,170410_Smp_40ppt-1C_B,Succinyl CoA,NA,Bad RTBad IR,NA,89963,4245,0.903028002,Inf,0.05435491,95134
717,170410_Smp_40ppt-1C_C,Succinyl CoA,NA,Bad RTBad IR,NA,111819,5296,1.018934643,Inf,0.044200359,116990
718,170410_Smp_40ppt4C_A,Succinyl CoA,NA,Bad RTBad IR,NA,101152,4994,0.936750013,Inf,0.04863482,106323
719,170410_Smp_40ppt4C_B,Succinyl CoA,NA,Bad RTBad IR,NA,96851,4907,0.844448123,Inf,0.050685146,102022
720,170410_Smp_40ppt4C_C,Succinyl CoA,NA,Bad RTBad IR,NA,86498,4576,0.960367515,349.5513308,0.056409473,91669
721,170410_Poo_April10AqExtractsFull_1,ADP,13.295,,4242678,4191948,168265,1.046998578,3847.489574,0.011957071,4242678
722,170410_Poo_April10AqExtractsFull_2,ADP,13.485,,3728976,3678246,125669,1.117933276,Inf,0.013604271,3728976
723,170410_Poo_April10AqExtractsFull_3,ADP,13.565,,4477260,4426530,113582,1.066798891,Inf,0.011330591,4477260
724,170410_Poo_April10AqExtractsHalf_1,ADP,13.385,,2136929,2086199,68807,1.121879423,1050.056946,0.023739675,2136929
725,170410_Poo_April10AqExtractsHalf_2,ADP,13.535,,2323072,2272342,89772,1.185632196,1575.964068,0.021837463,2323072
726,170410_Poo_April10AqExtractsHalf_3,ADP,13.74,,2461291,2410561,62881,1.322824544,426.6079889,0.020611135,2461291
727,170410_Smp_32ppt-1C_A,ADP,13.725,,5496765,5446035,153250,1.012582012,3421.513379,0.009229065,5496765
728,170410_Smp_32ppt-1C_B,ADP,13.53,,5056724,5005994,102492,1.071063442,363.2295129,0.010032187,5056724
729,170410_Smp_32ppt-1C_C,ADP,13.775,,6308958,6258228,172413,1.128611998,Inf,0.008040947,6308958
730,170410_Smp_32ppt4C_A,ADP,13.28,,3813044,3762314,154796,0.959353615,1066.096089,0.013304331,3813044
731,170410_Smp_32ppt4C_B,ADP,13.3,,3873359,3822629,147194,1.172444804,126.3311438,0.013097159,3873359
732,170410_Smp_32ppt4C_C,ADP,13.405,,3796702,3745972,156352,1.101360375,64.85089637,0.013361596,3796702
733,170410_Smp_40ppt-1C_A,ADP,13.28,,3979351,3928621,128622,1.166130687,2268.436467,0.01274831,3979351
734,170410_Smp_40ppt-1C_B,ADP,13.52,,4723489,4672759,144045,1.062380205,174.2436824,0.010739942,4723489
735,170410_Smp_40ppt-1C_C,ADP,13.495,,4763351,4712621,127099,1.041135709,2702.844016,0.010650065,4763351
736,170410_Smp_40ppt4C_A,ADP,13.445,,3147756,3097026,115401,0.99562026,16.06362818,0.016116243,3147756
737,170410_Smp_40ppt4C_B,ADP,13.405,,2698867,2648137,118628,0.848938978,5.496957448,0.018796777,2698867
738,170410_Smp_40ppt4C_C,ADP,13.48,,3495890,3445160,89692,1.055526167,Inf,0.014511326,3495890
739,170410_Poo_April10AqExtractsFull_1,AMP,11.96,,7137866,7107202,568732,1.468990204,113.9248367,0.004295962,7137866
740,170410_Poo_April10AqExtractsFull_2,AMP,11.865,,7614904,7584240,555875,1.454628672,61.31941573,0.00402684,7614904
741,170410_Poo_April10AqExtractsFull_3,AMP,11.87,,8018423,7987759,513498,1.372941937,195.4378622,0.003824193,8018423
742,170410_Poo_April10AqExtractsHalf_1,AMP,11.835,,3888092,3857428,223487,1.420254142,466.0827751,0.007886645,3888092
743,170410_Poo_April10AqExtractsHalf_2,AMP,11.845,,4822759,4792095,309589,1.630866408,12527.64675,0.006358186,4822759
744,170410_Poo_April10AqExtractsHalf_3,AMP,11.905,,4447102,4416438,283964,1.561009975,241.4618795,0.006895277,4447102
745,170410_Smp_32ppt-1C_A,AMP,11.94,,11107609,11076945,803367,1.487753262,187.8615144,0.00276063,11107609
746,170410_Smp_32ppt-1C_B,AMP,11.88,,11150016,11119352,766405,1.729251148,108.0131007,0.002750131,11150016
747,170410_Smp_32ppt-1C_C,AMP,11.955,,9973074,9942410,714899,1.652351365,226.5586113,0.003074679,9973074
748,170410_Smp_32ppt4C_A,AMP,11.9,,6300663,6269999,491160,1.450584812,82.44811138,0.004866789,6300663
749,170410_Smp_32ppt4C_B,AMP,11.915,,6954604,6923940,600090,1.542711587,901.2723625,0.004409165,6954604
750,170410_Smp_32ppt4C_C,AMP,11.94,,7081512,7050848,592482,1.597046186,556.9359397,0.004330149,7081512
751,170410_Smp_40ppt-1C_A,AMP,11.88,,10473939,10443275,737551,1.562213338,1514.137677,0.002927647,10473939
752,170410_Smp_40ppt-1C_B,AMP,11.83,,9990483,9959819,695345,1.500046396,161.8851152,0.003069321,9990483
753,170410_Smp_40ppt-1C_C,AMP,11.88,,10660623,10629959,741491,1.593815609,73.99246838,0.00287638,10660623
754,170410_Smp_40ppt4C_A,AMP,11.925,,4767349,4736685,389195,1.572226429,665.3462932,0.006432086,4767349
755,170410_Smp_40ppt4C_B,AMP,11.89,,4389986,4359322,324704,1.530241538,418.1008076,0.006984988,4389986
756,170410_Smp_40ppt4C_C,AMP,11.87,,4848764,4818100,293509,1.603592168,81.25761814,0.006324086,4848764
757,170410_Poo_April10AqExtractsFull_1,ATP,14.185,Bad IR,NA,163961,13478,0.406659973,Inf,0.038447779,170517
758,170410_Poo_April10AqExtractsFull_2,ATP,14.545,Bad IR,NA,312699,16315,0.886873642,50.94602628,0.020535309,319255
759,170410_Poo_April10AqExtractsFull_3,ATP,14.435,Bad IR,NA,129093,9828,1.537465006,30.76064063,0.048330618,135649
760,170410_Poo_April10AqExtractsHalf_1,ATP,14.225,Bad IR,NA,193124,16498,0.869474344,114.5190449,0.032832532,199680
761,170410_Poo_April10AqExtractsHalf_2,ATP,14.345,Bad IRcomparable to blk,NA,9729,2688,0.191696487,Inf,0.40257906,16285
762,170410_Poo_April10AqExtractsHalf_3,ATP,14.945,Bad IRcomparable to blk,NA,12978,5435,2.110414866,Inf,0.335619945,19534
763,170410_Smp_32ppt-1C_A,ATP,14.515,Bad IR,NA,180037,11674,0.953927558,32.28130763,0.035135294,186593
764,170410_Smp_32ppt-1C_B,ATP,14.855,Bad IR,NA,90134,6148,0.989449555,Inf,0.067804323,96690
765,170410_Smp_32ppt-1C_C,ATP,14.865,,NA,193328,10017,0.639976947,Inf,0.032799023,199884
766,170410_Smp_32ppt4C_A,ATP,14.125,,NA,250150,13087,0.431744868,16.80118183,0.025538943,256706
767,170410_Smp_32ppt4C_B,ATP,14.185,,NA,296699,28755,0.627524542,Inf,0.02161877,303255
768,170410_Smp_32ppt4C_C,ATP,14.22,,NA,234118,14422,0.676797701,Inf,0.027240167,240674
769,170410_Smp_40ppt-1C_A,ATP,14.185,Bad IR,NA,191722,17225,1.077521697,Inf,0.033064687,198278
770,170410_Smp_40ppt-1C_B,ATP,14.305,,NA,176907,15771,0.82516844,Inf,0.035734726,183463
771,170410_Smp_40ppt-1C_C,ATP,14.345,Bad IR,NA,96415,8956,0.395263942,49.207397,0.063668411,102971
772,170410_Smp_40ppt4C_A,ATP,14.34,,NA,287987,16373,0.592229554,Inf,0.02225821,294543
773,170410_Smp_40ppt4C_B,ATP,14.315,,NA,346911,20577,0.720530409,Inf,0.0185477,353467
774,170410_Smp_40ppt4C_C,ATP,15.095,Bad IR,NA,34239,3534,0.267550303,Inf,0.160705969,40795
775,170410_Poo_April10AqExtractsFull_1,GMP,13.835,,866223,800236,105796,0.975619178,Inf,0.076177843,866223
776,170410_Poo_April10AqExtractsFull_2,GMP,13.745,,736020,670033,68781,0.961437728,Inf,0.089653814,736020
777,170410_Poo_April10AqExtractsFull_3,GMP,13.765,,846797,780810,76440,0.850862421,5572.032895,0.077925406,846797
778,170410_Poo_April10AqExtractsHalf_1,GMP,13.785,,638589,572602,73078,1.017402568,Inf,0.103332503,638589
779,170410_Poo_April10AqExtractsHalf_2,GMP,13.78,,493662,427675,54640,1.172390536,88.85584624,0.13366838,493662
780,170410_Poo_April10AqExtractsHalf_3,GMP,13.805,,456463,390476,56400,0.890383276,229.2315,0.144561553,456463
781,170410_Smp_32ppt-1C_A,GMP,13.81,,1331057,1265070,122286,0.959525059,102.0750247,0.049574887,1331057
782,170410_Smp_32ppt-1C_B,GMP,13.795,,1401853,1335866,158709,1.301981876,Inf,0.047071269,1401853
783,170410_Smp_32ppt-1C_C,GMP,13.82,,1065481,999494,96300,0.964017223,102.3778306,0.061931653,1065481
784,170410_Smp_32ppt4C_A,GMP,13.815,,802248,736261,82420,1.031840842,972.2445521,0.08225262,802248
785,170410_Smp_32ppt4C_B,GMP,13.815,,860546,794559,102602,0.957437742,278.0592402,0.076680387,860546
786,170410_Smp_32ppt4C_C,GMP,13.81,,915063,849076,91802,0.939326749,Inf,0.072111975,915063
787,170410_Smp_40ppt-1C_A,GMP,13.745,,994623,928636,90794,0.935064972,106.9349238,0.06634373,994623
788,170410_Smp_40ppt-1C_B,GMP,13.745,,932869,866882,83774,0.824213728,Inf,0.070735548,932869
789,170410_Smp_40ppt-1C_C,GMP,13.78,,1281852,1215865,93724,0.930284473,53.86859688,0.051477862,1281852
790,170410_Smp_40ppt4C_A,GMP,13.835,,366155,300168,39745,0.87140756,718.9509804,0.180216029,366155
791,170410_Smp_40ppt4C_B,GMP,13.8,,430029,364042,42930,1.097712827,123.7251712,0.153447791,430029
792,170410_Smp_40ppt4C_C,GMP,13.835,Bad IR,312422,246435,35040,1.561329335,Inf,0.211211118,312422
793,170410_Poo_April10AqExtractsFull_1,GTP,NA,Bad RT,NA,13617135,364981,1.013518098,81.74927431,0.001014382,13630962
794,170410_Poo_April10AqExtractsFull_2,GTP,16.61,No second tracetoo small,NA,-13426,89,NA,Inf,34.48129676,401
795,170410_Poo_April10AqExtractsFull_3,GTP,NA,Bad RT,NA,11576883,338926,1.006429379,77.78763788,0.001192938,11590710
796,170410_Poo_April10AqExtractsHalf_1,GTP,NA,Bad RT,NA,6192334,219542,1.004716671,61.35125542,0.002227947,6206161
797,170410_Poo_April10AqExtractsHalf_2,GTP,NA,Bad RT,NA,6355209,216003,1.016015595,125.8487866,0.002170972,6369036
798,170410_Poo_April10AqExtractsHalf_3,GTP,16.57,No second trace,NA,NA,NA,NA,NA,NA,NA
799,170410_Smp_32ppt-1C_A,GTP,16.43,No second trace,NA,NA,NA,NA,NA,NA,NA
800,170410_Smp_32ppt-1C_B,GTP,NA,Bad RT,NA,11104033,337123,1.003334745,68.12670189,0.001243675,11117860
801,170410_Smp_32ppt-1C_C,GTP,16.59,No second trace,NA,NA,NA,NA,NA,NA,NA
802,170410_Smp_32ppt4C_A,GTP,NA,Bad RT,NA,13245665,351667,1.006512064,92.88646113,0.0010428,13259492
803,170410_Smp_32ppt4C_B,GTP,NA,Bad RT,NA,12921254,353507,1.00600543,53.62398597,0.001068953,12935081
804,170410_Smp_32ppt4C_C,GTP,NA,Bad RT,NA,13926528,394748,1.006218547,48.46282911,0.000991869,13940355
805,170410_Smp_40ppt-1C_A,GTP,16.54,No second trace,NA,NA,NA,NA,NA,NA,NA
806,170410_Smp_40ppt-1C_B,GTP,16.51,No second trace,NA,NA,NA,NA,NA,NA,NA
807,170410_Smp_40ppt-1C_C,GTP,16.59,No second trace,NA,NA,NA,NA,NA,NA,NA
808,170410_Smp_40ppt4C_A,GTP,16.48,No second trace,NA,NA,NA,NA,NA,NA,NA
809,170410_Smp_40ppt4C_B,GTP,NA,Bad RT,NA,8730355,277652,0.987319018,53.21841222,0.00158128,8744182
810,170410_Smp_40ppt4C_C,GTP,16.66,No second trace,NA,NA,NA,NA,NA,NA,NA
811,170410_Poo_April10AqExtractsFull_1,Sarcosine,10.395,,2112747,1940594,114773,88.17440841,18.7108667,0.081483017,2112747
812,170410_Poo_April10AqExtractsFull_2,Sarcosine,10.31,,1506175,1334022,147761,81.42366742,14.15838903,0.114298139,1506175
813,170410_Poo_April10AqExtractsFull_3,Sarcosine,10.3,,1547458,1375305,130245,75.94140452,18.05187879,0.1112489,1547458
814,170410_Poo_April10AqExtractsHalf_1,Sarcosine,10.305,,1480382,1308229,124011,52.97673919,11.24032263,0.116289579,1480382
815,170410_Poo_April10AqExtractsHalf_2,Sarcosine,10.27,,1473193,1301040,105808,50.82429449,14.90565592,0.116857058,1473193
816,170410_Poo_April10AqExtractsHalf_3,Sarcosine,10.27,,1071870,899717,85306,25.66677043,10.71962024,0.160609962,1071870
817,170410_Smp_32ppt-1C_A,Sarcosine,10.32,,930104,757951,90143,35.79663626,8.174846105,0.185090054,930104
818,170410_Smp_32ppt-1C_B,Sarcosine,10.29,,1079521,907368,71280,38.53092765,16.96334196,0.159471655,1079521
819,170410_Smp_32ppt-1C_C,Sarcosine,10.3,,819999,647846,64402,37.30999181,8.120519278,0.209942939,819999
820,170410_Smp_32ppt4C_A,Sarcosine,10.34,,2532935,2360782,168571,216.1391757,28.23586022,0.067965818,2532935
821,170410_Smp_32ppt4C_B,Sarcosine,10.3,,1925948,1753795,135863,96.99576954,17.33765396,0.08938611,1925948
822,170410_Smp_32ppt4C_C,Sarcosine,10.34,,2130066,1957913,158722,53.21439992,14.30991777,0.0808205,2130066
823,170410_Smp_40ppt-1C_A,Sarcosine,10.3,,1397058,1224905,130185,41.05854347,10.06803666,0.123225378,1397058
824,170410_Smp_40ppt-1C_B,Sarcosine,10.345,,1678769,1506616,156115,96.75902017,18.14341588,0.102547164,1678769
825,170410_Smp_40ppt-1C_C,Sarcosine,10.35,,1801163,1629010,141354,60.26375134,22.41793902,0.095578801,1801163
826,170410_Smp_40ppt4C_A,Sarcosine,10.335,,1944485,1772332,164899,81.9178919,16.00432115,0.088533982,1944485
827,170410_Smp_40ppt4C_B,Sarcosine,10.265,,1447381,1275228,87190,33.85924158,10.30510392,0.118941039,1447381
828,170410_Smp_40ppt4C_C,Sarcosine,10.325,,1650772,1478619,150834,115.092519,26.08047828,0.104286358,1650772
829,170410_Poo_April10AqExtractsFull_1,13C Acetyl CoA,11.095,,4964718,-794474,293016,1.632865043,Inf,1.160023993,4964718
830,170410_Poo_April10AqExtractsFull_2,13C Acetyl CoA,10.855,,4735455,-1023737,259644,1.580653129,309.5388976,1.216185562,4735455
831,170410_Poo_April10AqExtractsFull_3,13C Acetyl CoA,10.945,,4789725,-969467,275106,1.34114875,101.1217626,1.202405566,4789725
832,170410_Poo_April10AqExtractsHalf_1,13C Acetyl CoA,10.92,,2559551,-3199641,163800,1.503711176,3585.805322,2.250079018,2559551
833,170410_Poo_April10AqExtractsHalf_2,13C Acetyl CoA,10.905,,2428375,-3330817,132406,1.468119284,564.9514631,2.371623823,2428375
834,170410_Poo_April10AqExtractsHalf_3,13C Acetyl CoA,10.99,,2764805,-2994387,137273,1.654417727,137.9732475,2.083037321,2764805
835,170410_Smp_32ppt-1C_A,13C Acetyl CoA,10.965,,4769195,-989997,254033,1.483163409,108.3973698,1.207581573,4769195
836,170410_Smp_32ppt-1C_B,13C Acetyl CoA,10.92,,4810688,-948504,269075,1.451127087,335.4006673,1.197165977,4810688
837,170410_Smp_32ppt-1C_C,13C Acetyl CoA,10.985,,4338088,-1421104,257430,1.470541296,102.2176672,1.327587638,4338088
838,170410_Smp_32ppt4C_A,13C Acetyl CoA,11.04,,4409417,-1349775,283505,1.334030287,Inf,1.306111896,4409417
839,170410_Smp_32ppt4C_B,13C Acetyl CoA,11.01,,4808105,-951087,343491,1.386338178,139.7260163,1.197809116,4808105
840,170410_Smp_32ppt4C_C,13C Acetyl CoA,11.035,,3353248,-2405944,232890,1.408087612,236.1836162,1.717496588,3353248
841,170410_Smp_40ppt-1C_A,13C Acetyl CoA,10.98,,4600085,-1159107,271829,1.305760626,69.99886004,1.251975127,4600085
842,170410_Smp_40ppt-1C_B,13C Acetyl CoA,10.965,,4555688,-1203504,255280,1.699076521,74.8241452,1.264176124,4555688
843,170410_Smp_40ppt-1C_C,13C Acetyl CoA,10.88,,4866622,-892570,229409,1.495781397,224.4650565,1.183406478,4866622
844,170410_Smp_40ppt4C_A,13C Acetyl CoA,11.09,,4396035,-1363157,228670,1.536381654,406.05252,1.310087841,4396035
845,170410_Smp_40ppt4C_B,13C Acetyl CoA,10.975,,4589672,-1169520,224173,1.457896807,263.1022215,1.254815595,4589672
846,170410_Smp_40ppt4C_C,13C Acetyl CoA,10.955,,4780219,-978973,238854,1.607962143,96.75759215,1.204796684,4780219
847,170410_Poo_April10AqExtractsFull_1,13C-Isethionic Acid,7.13,,6739843,-898551,259047,1.549328291,535.9930941,1.133319278,6739843
848,170410_Poo_April10AqExtractsFull_2,13C-Isethionic Acid,6.93,,6189642,-1448752,220171,1.258605783,1372.210013,1.23406071,6189642
849,170410_Poo_April10AqExtractsFull_3,13C-Isethionic Acid,6.855,,6570554,-1067840,246585,1.168998566,Inf,1.16251902,6570554
850,170410_Poo_April10AqExtractsHalf_1,13C-Isethionic Acid,6.825,,3139295,-4499099,127648,1.402028664,344.4301499,2.433155852,3139295
851,170410_Poo_April10AqExtractsHalf_2,13C-Isethionic Acid,6.905,,3684482,-3953912,157701,1.261991288,533.3626644,2.073125612,3684482
852,170410_Poo_April10AqExtractsHalf_3,13C-Isethionic Acid,6.91,,3401213,-4237181,134979,1.301204409,Inf,2.245785254,3401213
853,170410_Smp_32ppt-1C_A,13C-Isethionic Acid,6.96,,6820194,-818200,241802,1.375852419,Inf,1.119967262,6820194
854,170410_Smp_32ppt-1C_B,13C-Isethionic Acid,6.8,,7744874,106480,273651,1.405652758,Inf,0.986251552,7744874
855,170410_Smp_32ppt-1C_C,13C-Isethionic Acid,7.07,,6299946,-1338448,230100,1.270151428,Inf,1.212453885,6299946
856,170410_Smp_32ppt4C_A,13C-Isethionic Acid,7.12,,6407525,-1230869,254215,1.21273791,Inf,1.192097417,6407525
857,170410_Smp_32ppt4C_B,13C-Isethionic Acid,7.095,,6206506,-1431888,234831,1.315873878,Inf,1.230707583,6206506
858,170410_Smp_32ppt4C_C,13C-Isethionic Acid,7,,6197059,-1441335,229630,1.447946503,Inf,1.232583714,6197059
859,170410_Smp_40ppt-1C_A,13C-Isethionic Acid,6.955,,5700497,-1937897,185208,1.310222337,Inf,1.339952288,5700497
860,170410_Smp_40ppt-1C_B,13C-Isethionic Acid,6.975,,7156639,-481755,237474,1.440869526,Inf,1.067315817,7156639
861,170410_Smp_40ppt-1C_C,13C-Isethionic Acid,6.905,,6016690,-1621704,215835,1.366389847,349.8138443,1.269534246,6016690
862,170410_Smp_40ppt4C_A,13C-Isethionic Acid,7.14,,5769771,-1868623,203741,1.18498882,Inf,1.323864327,5769771
